timestamp,delta_x,delta_y,action_triggered,player_health,mouse_velocity,mouse_acceleration,kinematic_jitter,panic_click_index,heart_rate_approx
0.0,0.9934283060224653,-0.9383440522642941,0.0,100.0,1.366524555076286,0.0,0.5248073807166471,0.0,70.94595368401419
0.033351862145636464,-0.19315281138642937,0.5937053001561136,0.0,100.0,0.6243348396333033,0.7421897154429826,0.5248073807166471,0.0,70.94595368401419
0.06670372429127293,1.4621054729539014,0.7410452794241082,0.0,100.0,1.639176781252866,1.0148419416195626,0.5252124929680914,0.0,72.26325751270218
0.1000555864369094,3.296094351493751,0.39101064873586067,0.0,100.0,3.319205823894302,1.680029042641436,0.6951979960020488,0.0,72.61146572601672
0.13340744858254586,-0.135035398534333,-0.8254577307681301,0.0,100.0,0.8364299278135598,2.4827758960807422,0.9432033728601853,0.0,73.2726419592412
0.16675931072818231,-0.051858526926249204,-1.0074350519070774,0.0,100.0,1.0087688985223406,0.1723389707087808,0.9392930327062603,0.0,73.86566084755631
0.2001111728738188,3.657869257158894,-0.03833110648716792,0.0,100.0,3.658070089021353,2.6493011904990125,1.0567023171820777,0.0,74.47462988101572
0.23346303501945526,2.1172024382220718,1.759093528889047,0.0,100.0,2.7526271465261702,0.9054429424951826,0.9858184021650692,0.0,74.6427474009322
0.2668148971650917,-0.2738883734721611,0.8154002318916485,0.0,100.0,0.8601699711639439,1.8924571753622264,0.9501246995920176,0.0,75.1684950423621
0.30016675931072817,1.832722963900712,-0.5559214981291589,0.0,100.0,1.9151820212426753,1.0550120500787314,0.8986613045420675,0.0,75.7399741439319
0.33351862145636463,-0.09689792414714593,1.157548065972517,0.0,100.0,1.1615966308236008,0.7535853904190746,0.866080510342412,0.0,75.40823898138778
0.3668704836020011,-0.0194182501162824,-4.272813930945113,0.0,100.0,4.272858054852303,3.1112614240287026,0.990981805663001,0.0,75.88270421355
0.4002223457476376,1.4778159750576259,1.7231485505581552,0.0,100.0,2.270061889778821,2.0027961650734825,0.9648079534151653,0.0,76.03273846093457
0.43357420789327406,-2.7510952640495345,-2.6095706681671493,0.0,100.0,3.791883994010645,1.5218221042318238,0.927355640776437,0.0,76.45304931770997
0.4669260700389105,-2.293095712039771,-0.5436614121046982,0.0,100.0,2.3566619773711412,1.4352220166395036,0.893624527202306,0.0,75.29384946934381
0.500277932184547,0.11311795570910399,-1.6795048419392158,0.0,100.0,1.6833098900680994,0.6733520873030419,0.8836937672024457,0.0,75.38312756241604
0.5336297943301834,-0.7073603432346327,-1.9420222135813585,0.0,100.0,2.0668354877020225,0.38352559763392313,0.889161452118759,0.0,74.60558641438888
0.5669816564758199,2.027038852169316,1.7412401810677791,0.0,100.0,2.672228260528814,0.6053927728267916,0.8789994873888022,0.0,73.79086644494514
0.6003335186214563,-0.3376505820122737,-0.7015518019678371,0.0,100.0,0.7785774504681897,1.8936508100606244,0.8656713481534234,0.0,73.22925472302413
